게시순번,제목,내용,등록일,관련기관명
"403,783",특정기술보유 업체 모집 공고 (역사급기구필터),"특정기술보유 업체 모집 공고 (역사급기구필터)- 서울교통공사에서는 특정기술선정을 위하여 아래의 기술을 보유한 업체를 공모합니다.■ 공모 기술○ 역사 급기구에 건식필터 장치를 설치하여 아래 표준개소를 대상으로 다음 사항을 모두 만족시킬 수 있는 기술- 풍량 : 380,000CMH 이상, 차압 : 12.5mmAq(초기 설치 시) ~ 24mmAq(최종) 상태를 유지- 미세먼지(PM2.5)를 90% 이상 저감- 필터 세척주기(차압 24mmAq 도달 시)가 최소 1.5년 이상- 필터 교체 주기는 20년 이상※ 측정 방법 및 장비는 ISO 16890(2016)에 준함.※ 표준개소 현황- 미세먼지(PM2.5) : 연평균 54.6㎍/㎥ (2018년도 기준)- 장치 설치 허용면적(m) : [(9.8L  1.5W  3.9H) + (8.2L  1.5W  3.9H)]- 환기장비 가동시간 : 1일 평균 12시간■ 연간 사업계획						구분			계			20년			21년			22년									ㅇㅇㅇ사업			28역			12역			8역			8역							△△△사업			131역			11역			60역			60역			※ 상기 계획물량은 공사 내부 사정에 의하여 변경될 수 있음.■ 등록자격○ 상기 공모 기술 사항을 모두 만족시킬 수 있는 필터 기술을 보유한 자○ 상기 기술 등 기술 제공 또는 관련법에 의거하여 하도급 수용이 가능한 자○ 법령에 따라 허가인가면허등록신고 등을 필요로 하거나 자격요건을 갖추어야 할 경우에는 해당 허가인가면허 등을 받았거나 등록신고 등을 하였거나 해당 자격요건에 적합하여 이를 증명할 수 있는 자○ 보안측정 등의 조사가 필요한 경우에는 관계 기관으로부터 적합판정을 받을 수 있는 자■ 등록신청 및 제출서류○ 기 간 : 2020. 4. 20. 17시까지○ 제출서류 : 등록신청서(붙임양식), 사업자등록증, 기술설명서 PDF파일○ 제 출 처 : 서울교통공사 기계처○ 제출방법 : 담당자 이메일송부 21709710@seoulmetro.co.kr○ 기술설명서 작성 안내(심사위원회 개최일 스프링컬러제본 10부 지참 참석)※ 아래의 목차대로 작성(파워포인트, 가로, 30장 이내로 작성)1. 회사 소개2. 보유기술 설명(신기술, 특징, 사양 등)3. 성능 및 품질의 우수성(성적서 등)4. 현장적용성 및 유지관리성5..기타 보유기술의 사업 적합성을 나타낼수 있는 자료6. 20년간 LCCA 자료 제출- a : 설치비용+유지관리비용(년간)- b : 기존 여과 방식과 비교 제시(휠터 등)7. 기타 보유기술의 사업 적합성을 나타낼 수 있는 자료■ 등록 무효○ 지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙 제76조에 따른 부정당업자 또는 정부부처, 공기업, 공공기관으로부터 제재 처분을 받은 업체의 등록은 불가■ 특정기술 후보 선정 : 선정된 업체는 4월 21일 개별 유선통지하며, 4월 28일 09시 30분 『설명회 및 특정기술선정 심사위원회』에 참여하여 직접 설명하여야만 최종 참여한 것으로 간주됩니다.■ 설명회 및 특정기술선정 심사위원회 개최 일정○ 개최일시 : 2020년 4월 28일 09시 30분○ 장 소 : 서울교통공사 인재개발원 5층 기술회의실(예정)■ 기타 사항○ 적격한 기술 및 등록 요건을 만족하는 업체는 특정기술선정 심사위원회에서 설명회를 가질 수 있는 업체로 등록되며 설명회 후 심의를 통하여 특정기술 협약 가능 업체로 선정됩니다.○ 상기 모든 일정과 장소는 서울교통공사의 사정에 따라 변경될 수 있습니다.○ 제출된 서류는 반환하지 않으며 기재된 내용이 사실과 다른 경우에는 선정을 취소 할 수 있습니다.○ 기타 등록 관련 사항은 서울교통공사 업무담당자(김쥬리 ☎02-6311-9799)에게 문의 바랍니다.2020년 4월서 울 교 통 공 사 사 장",2020.4.16,서울교통공사
"403,782","철도공단, 취약계층 지원을 위한 ‘사랑의 식품꾸러미’ 전달","철도공단, 취약계층 지원을 위한 사랑의 식품꾸러미 전달- 지역 복지기관에 식료품 1,000상자 지원, 코로나19 어려움 함께 극복■ 한국철도시설공단(이사장 김상균)은 코로나19로 어려움을 겪고 있는 독거노인 등 소외된 이웃분들께서 간편하게 식사할 수 있도록 식료품 1,000상자를 지역 복지기관에 전달했다고 13일(월) 밝혔다.○ 이번 나눔활동은 코로나19 장기화로 노인복지관, 아동센터 등 복지기관의 무료급식이 중단됨에 따라 돌봄 사각지대에 놓인 취약계층분들을 지원하고자 본사 및 지역본부에서 합동으로 진행하였다.○ 특히 공단은 자매결연을 맺은 대전 중앙시장에서 약 2천 5백만원 상당의 물품을 구매함으로써 지역경제 활성화 및 소상공인에게도 실질적인 도움을 주었다.■ 한편 공단은 지난 3월 코로나19 극복에 동참하고자 이사장 및 임직원들이 자발적으로 급여 반납에 동참하여 약 1억 4천만원의 기금을 모금하는 등 국가적 위기극복에도 앞장서고 있다.■ 김상균 이사장은 이번 사랑나눔을 통해 코로나19로 어렵게 생활하고 계시는 독거노인, 결식아동 등 사회적 취약계층분들께 조금이나마 위안이 되고 지역의 소상공인들에게도 실질적인 도움이 되길 바란다.며 앞으로도 지역사회가 필요로 하는 다양한 지원활동을 적극적으로 실천하겠다.고 말했다.",2020.4.16,국가철도공단
"403,781",제6기 설계심의분과위원회 모집공고,"제6기 설계심의분과위원회 모집공고한국철도시설공단에서는 철도건설공사의 기술형입찰공사 설계심의를 위하여 설계심의분과위원회를 운영하고있으며, *「건설진흥법」 제6조 및 같은 법 시행령 제19조 의거현재 운영 중인 위원회의 임기 만료로 관계기관의 후보자를 추천받아 차기 설계심의분과위원회를 구성하고자 합니다.우리 공단은 후보자 지원 자격요건을 만족하는 분야별 전문가를 관계기관의 추천만으로 모집하고 있으니, 담당자께서는 소속 임직원에게 널리 알리시어 후보자 추천을 부탁드립니다.ㅇ 모집대상 : 기술자문 설계심의분과위원회(제6기) * 임기 1년ㅇ 모집분야 : 토목구조, 토질및기초, 정보통신ㅇ 모집기간 : 2020.04.27.(월) 18:00까지 (서류제출 도착기준, 기한엄수)ㅇ 신청방법 : 제출서류를 포함한 기관추천공문 제출(전자문서, E-mail, FAX 등)ㅇ 제출서류 : 붙임 양식 일체(등록신청서, 등록신청서 요약, 개인정보활용 동의서)ㅇ 문의사항(담당자) : 건설본부 기준심사처 임정빈, 지용근(▶ 042-607-4753, -4756)2020년 4월 13일한국철도시설공단 설계심의분과위원회 위원장",2020.4.16,국가철도공단
"403,780",3호선 매천시장역에「스마트도서관」개관,"3호선 매천시장역에「스마트도서관」개관- 무인 도서 대여 및 반납 시스템 구축, 신간도서 250여권 비치대구도시철도공사(사장 홍승활) 3고객센터와 행복북구문화재단 구수산도서관은 4월 13일(월)스마트도서관 설치에 관한 업무협약을 체결하고 3호선 매천시장역에 스마트도서관을 개관했다고 밝혔다.이번에 개관된 스마트도서관은 무인자동화기기를 통해 도서 대여와 반납을 즉석에서 할 수 있으며, 베스트셀러와 신간도서 250여권이 비치되어 있다.스마트도서관을 이용하고자 하는 시민은 북구 구립도서관(구수산, 태전, 대현도서관) 회원으로 가입되어 있어야 한다. 회원이 아니더라도 전국 공공 도서관 통합서비스(책이음 서비스) 회원도 간단한 전화 확인(구수산 도서관 T.320-5150)을 거치면 이용이 가능하다. 도서 대여는 1인 2권까지 15일 동안 할 수 있다.이 외에도 중앙로역, 반월당역 등 10여 개 주요 역사에도 스마트도서관 및 행복문고 등이 설치되어 있으며, 연중 휴관일 없이 도시철도 운영 시간대에는 언제든 무료로 이용할 수 있다. 도시철도 이용객 뿐만 아니라 평일 도서관 이용이 어려운 학생, 직장인 등도 이용 가능하다.홍승활 대구도시철도공사 사장은스마트도서관을 통해 시민들의 독서 문화 활성화를 기대하며, 특히 코로나19 종식을 위한 사회적 거리 두기를 시행하면서 일상을 보내는 시민들에게 조금이나마 위로와 도움이 되기를 바란다고 말했다.",2020.4.16,대구도시철도공사
"403,779",사회적 거리두기 '달라진 나의 일상' 공모전,"사회적 거리두기 달라진 나의 일상 공모전- 조금 변화된 일상이지만 괜찮아고객이벤트 사회적 거리두기『달라진 나의 일상』공모1. 공모주제 : 사회적 거리두기 前後 변화된 일상(에피소드)2. 공모기간 : 2020. 4. 21. ~ 4. 30.(10일간)3. 응모자격 : 광주도시철도 이용고객 누구나4. 응모방법 : 응모신청서를 다운받아 작성하여 e-mail 제출(공모기간 내 도착분에 한함)▶e-mail : deojoen@grtc.co.kr5. 응모양식 : 지정양식(사진1~2장  간단한 내용15줄 이내) ※ 첨부양식6. 당선작 선정 및 발표- 선정기준 : 심사위원의 평균점수를 산출하여 고득점자순 25명 선정- 심사항목 : 4개항목(주제적합성, 공감성, 독창성, 표현력) 총 100점- 당선작 결과발표 : 2020. 5. 7. / 광주도시철도공사 홈페이지 및 개별통보7. 시상내역 : 총 50만원(온누리상품권 2만원25명)8. 유의 사항- 제출 시 작성한 개인정보는 본 공모전 목적으로만 사용됩니다.- 응모작은 반환하지 않으며, 저작권은 광주도시철도공사에 귀속되며 응모마감일부터 당사 대내외 홍보를 목적으로 홈페이지, 모바일앱, 블로그,SNS등에 복제ㆍ배포ㆍ변형하여 사용할 수 있습니다.- 인물 포함된 사진의 경우 개인 식별이 불가한 사진을 첨부하시기 바랍니다.(예시. 마스크 착용모습, 측면ㆍ뒷모습 등)- 1인 1작품만 인정되며 동일 응모자의 여러 작품이 접수될 경우, 가장 먼저접수된 작품만 인정합니다.- 작품 응모 시 반드시 응모신청서 서식에 따라 작성하여야 합니다.- 도용이나 모방 등 문제발생시 당선 취소 및 상금을 회수하며, 당사자는이에 이의를 제기할 수 없습니다.※ 응모작품의 저작권 침해로 인한 민형사상 책임은 제출자에게 있음- 심사 기준점수(100점 만점 기준 50점) 이하일 경우 당선작이 축소 될 수 있습니다.※ 기타 자세한 사항은 광주도시철도공사 홈페이지(https://www.grtc.co.kr)에서확인 또는 고객만족팀(※062-604-8112)으로 문의하시기 바랍니다.",2020.4.16,광주도시철도공사
"403,582","SR, 공공기관 안전활동 수준평가 A등급","SR, 공공기관 안전활동 수준평가 A등급- 128개 공공기관 중 최고 수준  안전관리 중점기관으로서 인정 받아△ SR(대표이사 권태명)이 고용노동부에서 주관한 2019년 공공기관 안전활동 수준평가에서 최고 수준인 A등급을 받았다.사진은 지난 11월 지진 발생으로 인한 열차탈선을 가정해 지제역에서 열린 재난대응 안전한국 훈련 모습으로, AR을 활용한 재난 현장을 실시간 영상으로 전송함으로써 신속한 현장 상황 파악 및 즉각적인 조치가 가능한 재난대응 시스템을 선보였다.SRT 운영사 SR(대표이사 권태명)은 고용노동부에서 주관한 2019년 공공기관 안전활동 수준평가에서 최고 수준인 A등급을 받았다고 13일(월) 밝혔다.공공기관 안전활동 수준평가는 공공기관을 중심으로 자율적 안전보건경영시스템을 확립하고 이를 민간분야로까지 확산시키기 위해 고용노동부에서 올해 처음 시행한 제도다.이번 평가는 128개 공공기관을 대상으로 안전보건체계, 안전보건활동 계획, 안전보건활동 수준, 안전보건활동 성과 등 4개 분야에서 총 34개 항목을 평가했다.SR은 이번 평가에서 안전관리 중점기관으로서 안전보건경영시스템(KOSHA-MS) 구축, 사회적 약자를 배려한 수어안내서비스 구현, 증강현실(AR) 어플리케이션을 활용한 재난상황 생중계 시스템 구축, 안전문화 확산 노력도 등을 인정받아 높은 점수를 획득해 128개 공공기관 중 최고 수준인 A등급을 달성했다.한편 SR은 지난해 정부에서 주관하는 안전문화대상 최우수상, 재난관리평가 최우수상, 재난대비 상시훈련 우수상, 안전품질혁신상 등을 수상하여 최고의 안전관리 수준을 대내외에 입증했다.권태명 SR 대표이사는 공공기관 안전활동 수준평가 결과에 만족하지 않고, 안전보건관리수준을 지속적으로 향상시켜 SRT를 이용하시는 고객의 안전 확보를 위한 노력에 더욱 매진하겠다.라고 말했다.이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.4.14,레일뉴스
"403,581",2020 상반기 역명부기 사용기관 선정 공고(16개역),"2020 상반기 역명부기 사용기관 선정 공고(16개역)한국철도시설공단은 국유철도재산의 활용과 가치 증대, 지역경제 활성화 및 주민편의를 위해 철도이용자가 철도역 인근의 시설 등을 쉽게 이용할 수 있도록 역명 아래에 괄호의 형태를 표기하는 역명부기 사용기관 신청을 아래와 같이 접수하오니, 신청 자격을 갖춘 기관들의 많은 참여를 바랍니다.1. 선정공고 대상 역사○ 경부선 : 지제역, 당정역, 서정리역○ 경원선 : 덕정역, 동두천중앙역○ 일산선 : 백석역, 정발산역○ 분당선 : 이매역, 죽전역, 미금역, 복정역○ 과천선 : 평촌역, 초지역○ 경의선 : 화전역, 월롱역○ 수인선 : 오목천역2. 신청서 접수○ 공고 및 접수기간 : 20.4.13.(월) ~ 20.4.24.(금)○ 접수시간 : 09:00 ~ 18:00○ 접수방법 : 우편, 이메일, 방문제출 중 선택- 042-607-4304 / e-mail miran@kr.or.kr- 주소 대전 동구 중앙로242 한국철도시설공단 13층(단, 우편접수일 경우 접수 마감시간 전까지 도착 분에 한함)3. 신청 자격○ 공공기관 또는 다중이용시설일 것(대학, 병원, 관광 등의 시설로 많은 사람들이 이용하는 경우)○ 역에서 가까운 거리에 위치할 것○ 미풍양속을 저해하거나 지역 주민의 반대 등 사회적 갈등을 유발할 우려가 없다고 판단되는 기관4. 공고 세부 일정○ 공고(신청)기간 :　20.4.13.(월) ~ 20.4.24.(금) 18:00까지○ 평가 및 심의 : 20.4 ~ 20.6월 初○ 사용기관 선정 및 계약체결 : 20.6월 中5. 제출서류 등 상세사항(붙임 참조)",2020.4.14,국가철도공단
"403,580","철도공단, 취약계층 지원을 위한 ‘사랑의 식품꾸러미’ 전달","철도공단, 취약계층 지원을 위한 사랑의 식품꾸러미 전달- 지역 복지기관에 식료품 1,000상자 지원, 코로나19 어려움 함께 극복■ 한국철도시설공단(이사장 김상균)은 코로나19로 어려움을 겪고 있는 독거노인 등 소외된 이웃분들께서 간편하게 식사할 수 있도록 식료품 1,000상자를 지역 복지기관에 전달했다고 13일(월) 밝혔다.○ 이번 나눔활동은 코로나19 장기화로 노인복지관, 아동센터 등 복지기관의 무료급식이 중단됨에 따라 돌봄 사각지대에 놓인 취약계층분들을 지원하고자 본사 및 지역본부에서 합동으로 진행하였다.○ 특히 공단은 자매결연을 맺은 대전 중앙시장에서 약 2천 5백만원 상당의 물품을 구매함으로써 지역경제 활성화 및 소상공인에게도 실질적인 도움을 주었다.■ 한편 공단은 지난 3월 코로나19 극복에 동참하고자 이사장 및 임직원들이 자발적으로 급여 반납에 동참하여 약 1억 4천만원의 기금을 모금하는 등 국가적 위기극복에도 앞장서고 있다.■ 김상균 이사장은 이번 사랑나눔을 통해 코로나19로 어렵게 생활하고 계시는 독거노인, 결식아동 등 사회적 취약계층분들께 조금이나마 위안이 되고 지역의 소상공인들에게도 실질적인 도움이 되길 바란다.며 앞으로도 지역사회가 필요로 하는 다양한 지원활동을 적극적으로 실천하겠다.고 말했다.",2020.4.14,국가철도공단
"403,579","철도연, 4월 과학의 달! 온라인에서 만나는 철도과학기술","철도연, 4월 과학의 달! 온라인에서 만나는 철도과학기술한국철도기술연구원은 4월 과학의 달을 맞아 온라인에서 만나는 철도과학기술 이벤트를 진행합니다. 코로나19 확산을 막기 위해 중단하고 있던 철도과학문화 프로그램을 철도과학 동영상 시청 후기 공모, 철도과학기술 퀴즈 등으로 온라인에서 문을 열었습니다.철도과학 동영상 시청 후기 공모는 철도연 유튜브나 방송에 소개된 철도연의 철도과학 연구성과 동영상을 시청한 뒤 작성한 간단한 후기를 이메일(제출처: kim3699@krri.re.kr)로 접수합니다. 기한은 4월 30일까지입니다. 동영상 시청후기 양식은 첨부파일을 활용해주기 바랍니다.철도과학기술 퀴즈는 4월 21일 과학이 날 주간인 이달 20일 월요일부터 24일 금요일까지 매일 오전 10시 철도연 블로그(https://blog.naver.com/krriblog)에서 진행합니다. 철도과학을 사랑하는 여러분! 철도연 블로그를 찾아와주세요!철도과학퀴즈 정답자 및 철도과학 동영상 시청 후기 중 우수작을 선정하여 소정의 기념품도 제공할 예정입니다.철도연은 길어지고 있는 사회적 거리 두기에 맞춰 기존의 철도과학기술 프로그램을 온라인으로 옮길 계획입니다. 많은 학생과 시민들이 좀 더 다양한 방법과 콘텐츠로 방구석 철도과학기술을 즐기길 바랍니다.",2020.4.14,한국철도기술연구원
"403,486","대구메트로환경, 코로나19 성금 1천682만원 기탁","대구메트로환경, 코로나19 성금 1천682만원 기탁- 환경사 500여명 현장 최일선에서 근무하지만 단 한 명의 감염자도 없어대구메트로환경(사장 김태한)은 4월 10일(금) 코로나19 극복 성금으로 1천682만원을 대구사회복지공동모금회에 기탁했다고 밝혔다.대구메트로환경은 대구도시철도의 위생과 청결을 책임지고 있는 친서민 고령자 친화기업으로 직원 대부분이 넉넉하지 않은 형편이지만 대구의 어려움을 극복하는데 자발적으로 동참했다.이 회사 직원들은 모금운동이 본격적으로 전개되기 전부터 코로나19 성금으로 개별적으로 20만원을 기탁하기도 하고, 역에서 수년간 잔돈을 모아온 돼지저금통을 깨어 7만원을 기부하기도 했다. 교대관리소의 경우는 30여명의 환경사들이 소문도 없이 1만3천390원씩 45만원을 별도로 쾌척하기도 했으며, 노조 간부도 자발적으로 50만원을 기탁하는 등 나눔 문화를 실천해왔다.노조에서도 환경사 등의 선행에 적극 협력하여 전 직원을 대상으로 자발적인 모금 활동을 전개해 1천여 만원을 모았으며, 17개 관리소장과 본사 직원들도 이에 동참하게 됐다.저금통을 깬 임당관리소 신매역 환경사들은 2005년 2호선 개통 시부터 동전 10원, 20원을 저금통에 모아왔는데 이렇게 좋은 일에 사용하게 될 줄은 몰랐다면서 어려울 때 이 돈을 기부할 수 있게 되어 기쁘다고 말했다.또한, 남몰래 20만원을 기부한 신기역 오숙자 환경사는 대구가 이렇게 어려움에 닥칠 것이라고는 꿈에도 생각 못했다면서 대구가 다시 기력을 찾고 시민들이 재기하는데 조금이라도 보탬이 되었으면 정말 좋겠다.며 밝게 웃었다.한편 대구메트로환경은 하루 수십만명이 이용하는 대구도시철도 123호선 전 역사를 청소하고 468량의 전동차와 5개 도시철도기지의 청결과 위생을 책임지고 있지만 코로나19 발생이후 지금까지 단 1명의 감염자도 발생하지 않는 등 감염가능성이 높은 최일선에서 근무하면서도 사회적 책임을 다하고 있다는 평가를 받고 있다.이인경 기자 ink1027@hanmail.net[출처 : 레일뉴스(http://www.itrailnews.co.kr/)]",2020.4.13,레일뉴스
"403,485","철도연, 미니트램 차세대 에너지저장시스템 개발","철도연, 미니트램 차세대 에너지저장시스템 개발- 고용량 리튬황전지 및 수명예측 알고리즘 에너지 관리기술한국철도기술연구원(이하 철도연, 원장 나희승)은 성균관대 박호석 교수 연구팀과 공동으로 미니트램의 운영 효율성을 높이는 차세대 에너지저장 시스템을 개발했다.미니트램은 택시처럼 승객의 호출에 따라 배차되고, 철도교통의 중앙관제시스템에 의해 무인자동으로 운행되는 새로운 대중교통 시스템이다. 최대 탑승 인원은 6명, 목적지까지 무정차 논스톱으로 운행되고 배터리로 달리는 친환경 차량이다.미니트램의 차세대 에너지저장 시스템은 리튬황전지 기반의 에너지저장장치와 에너지 관리기술로 이루어졌다.리튬황전지는 현재 널리 사용되고 있는 리튬이온전지보다 에너지저장 용량이 3배 이상 높고, 황은 자원이 풍부하고 가격이 저렴해 새로운 에너지 저장매체로 많은 관심을 받고 있다.에너지 저장장치를 모니터링하는 에너지 관리기술에는 수명예측 알고리즘을 적용해 효율적인 운영과 안전성을 높였다. 지금까지는 에너지저장장치, 즉 배터리의 잔존용량을 확인하는 수준이었으나 배터리에 탑재한 수명예측 알고리즘을 통해 배터리팩의 상태와 수명예측까지 가능해졌다.철도연은 앞으로 황의 낮은 전기전도도에 의한 출력 저하 및 전해액으로 녹아들면서 나타나는 성능저하 등의 기술적 문제를 보완할 계획이다.나희승 철도연 원장은 리튬황전지 기반의 에너지저장시스템 기술은 세계적인 친환경 정책과 탄소배출량 규제에 대응하는 선도기술이라며, 기술 보완을 통해 경쟁력 있는 친환경 신교통수단으로 완성하여 해외 시장 진출까지 도전하겠다고 전했다.미니트램, 수요응답형 친환경 전기구동 신교통 시스템리튬황 전극소재, 황 담지 탄소나노복합체(SOCNT) TEM 이미지",2020.4.13,한국철도기술연구원
"403,484",2020년도 철도유관기관(완성차제작사) 연계 중소기업지원사업 공동연구개발과제 참여기업 모집공고,"2020년도 철도유관기관(완성차제작사) 연계 중소기업지원사업 공동연구개발과제 참여기업 모집공고한국철도기술연구원과 철도유관기관(완성차제작사)은 우수한 성능의 철도관련 부품개발 및 개발된 부품의 사업화 촉진을 통해 중소기업지원 및 철도산업을 육성하고자 다음과 같이 참여기업을 모집하오니 희망하는 중소중견기업은 2020.04.24.(금)까지 붙임 양식에 의거 신청하시기 바랍니다.1. 사업명 : 2020년도 철도유관기관(완성차제작사) 연계 중소기업 지원사업2. 사업목적ㅇ 기술수요기관(완성차제작사)과 연계하여 우수한 품질의 철도부품을 개발함으로써 개발제품의 사업화 및 중소기업의 기술력 향상, 개발 의욕 고취ㅇ 개발제품의 적용을 통한 철도완성차의 성능향상, 유지보수성 향상 등을 도모3. 사업내용ㅇ 철도유관기관(완성차제작사)에서 신규개발이 필요한 부품 등을 검토하여 기술개발과제 발굴 및 우리연구원으로 개발 요청ㅇ 제안선정된 연구과제는 우리연구원과 참여기업이 공동으로 수행하고, 제품개발에 성공하면 철도유관기관(완성차제작사)에서 실용화 추진ㅇ 역할분담* 완성차 제작사 공장구내 또는 시험선 등에서 개발품이 설치된 완성차량에 대한 정적 또는 동적 시험** 상기 역할분담은 협의과정에서 조정될 수 있음",2020.4.13,한국철도기술연구원
"403,483","한국철도, 전찬호 경영기획본부장(상임이사) 임명","한국철도, 전찬호 경영기획본부장(상임이사) 임명- 경영위기 극복 위해 검증된 철도 전문가 발탁기술본부장도 새로 임명■ 한국철도(코레일)가 경영위기 극복을 위해 4월 13일자로 경영기획본부를 신설하고, 전찬호 부산경남본부장을 신임 경영기획본부장(상임이사)에 임명했다고 10일 밝혔다. 아울러 기술분야 역량 강화를 위해 주용환 기술본부장 직무대리를 공석이었던 기술본부장에 임명했다.ㅇ 경영기획본부는 산하에 기획조정실, 인재경영실, 재무경영실, 법무실이 편제되고, 철도정책과 현안에 대한 점검, 관리 및 주요 사업의 기능조정 등 경영부문을 총괄하는 역할을 맡는다.■ 전찬호(54) 신임 경영기획본부장은 기획인사재무감사 등 경영분야 부서장과 주요 지역본부장을 두루 역임한 철도 전문가로 현장 실무 경험과 기획 역량을 모두 검증 받은 통섭형 인재이다.■ 주용환(56) 신임 기술본부장은 지난 2월부터 기술본부장 직무를 대리하다 철도기술분야의 전문성을 인정받아 이번에 본부장으로 정식 임명됐다.■ 손병석 한국철도 사장은 풍부한 경험과 역량을 갖춘 전문가를 발탁해 당면한 여러 현안을 슬기롭게 해결하고자 한다며 경영기획분야를 한데 모아 정책결정에 대한 검증을 강화하고 위기를 기회로 바꿀 수 있는 조직을 만들겠다고 말했다.※ 20년 4월 13일자 한국철도 인사발령▲ 경영기획본부장 전찬호(상임이사)▲ 기술본부장 주용환",2020.4.13,한국철도공사
"403,482","인천교통공사, 한국열린사이버대학교와 산학협력 업무협약 체결","인천교통공사, 한국열린사이버대학교와 산학협력 업무협약 체결- 사이버 교육과정 활용 및 공사 임직원 비전임교수 위촉 등 상호협력과 인적교류 강화키로인천교통공사는 10일(금), 본사 영상회의실에서 공사 정희윤 사장과 한국열린사이버대학교 장일홍 총장 등이 참석한 가운데 산학협력 업무협약을 체결했다.이 날 업무협약은 양 기관 간 지식경영에 대한 상호협력체계를 구축하여 공사 직원들에게 다양한 자기계발과 원격교육의 기회를 제공함으로서 공사의 지속가능한 미래성장 및 발전을 도모하고자 마련되었다.양 기관은 협약을 통해 ▲ 공사 임직원 입학 시, 입학금 면제 및 수업료 50% 감면 ▲ 대학에서 운영하는 첨단 교육방송기자재 실비사용과 부설 평생교육원 사이버 교육과정 제공 ▲ 공사 임직원 중 교수자격이 있는 자를 대학 비전임교수로 위촉하여 활용하는 등 상호협력과 인적교류를 강화해 나가기로 했다.공사 정희윤 사장은 한국열린사이버대학교와의 업무협약 체결을 통해 양 기관의 축적된 지식과 경험을 지속적으로 공유하여, 선진 대중교통 문화를 선도하는 공기업으로 만들어 나가겠다 고 말했다.",2020.4.13,인천교통공사
"403,481",2022년까지 서울 지하철 미세먼지 농도 50% 이상 낮춘다,"2022년까지 서울 지하철 미세먼지 농도 50% 이상 낮춘다- 서울교통공사,미세먼지 관리 4대 분야 23개 대책 수립..22년까지 8천 억 투입- 승객 체류시간 가장 긴 객실 공기정화 우선 추진...공기질 개선장치에어커튼 설치- 터널이 미세먼지 가장...전기집진기, 미세먼지 제거차량 등으로 집중 관리- 허니콤 구조 공조필터 등 서울글로벌챌린지에서 검증된 우수 혁신기술 적용■ 서울교통공사가 22년까지 7,958억 원의 예산을 투입해 터널, 전동차, 지하역사 등의 지하철 미세먼지(PM10) 농도를 2018년 대비 최대 50%, 초미세먼지(PM 2.5) 농도를 45% 저감하겠다고 밝혔다.■ 서울교통공사는 쾌적한 지하철 환경 조성을 위해「2020 미세먼지관리 종합계획」을 발표하고 4대 분야 23개 대책을 내놨다. 미세먼지 차단 10개 사업, 제거 4개 사업, 정화 6개 사업, 측정관리 3개 사업이다.○ 서울교통공사는 미세먼지 사회재난 규정과 법정기준 강화에 따라 지난해 미세먼지 관리 강화 계획을 수립한 바 있으나, 이번에 그간의 계획을 보다 구체화하고 실질적 개선에 중점을 두어 계획안을 재수립했다.■ 이번에 발표한 대책은 올해 4월 개정된 환경부 실내공기질관리법 기준에 맞춰 마련한 것으로, 22년까지 지하역사의 미세먼지(PM10) 농도를 50g/m3로 낮추는 것 등 법적 기준(100g/m3)을 훌쩍 상회하는 목표가 담겼다. 또한 전동차 및 지하역사의 초미세먼지(PM2.5)농도는 35g/m3이하로 낮춰 법적기준인 50g/m3보다 강화된 목표를 제시하였다.○ 실내공기질 관리법 개정(2020.4.3.시행)에 따라 지하역사에 측정기기 설치 및 전동차의 실내공기질 측정 의무화와 실내공기질 권고기준 (초미세먼지 50㎍/㎥ ,이산화탄소 2,0002,500ppm)이 신설되었다.",2020.4.13,서울교통공사
"403,479","신분당선, 코로나19 예방 행동수칙 캠페인","신분당선, 코로나19 예방 행동수칙 캠페인신분당선 운영사인 네오트랜스는 6일 서울 강남역에서 서울교통공사와 코로나19 예방 행동수칙 캠페인을 실시했다고 밝혔다.이번 캠페인에서는 신분당선 공식 캐릭터 디티와 서울교통공사 캐릭터 또타가 이용객들에게 손소독제를 뿌려주고, 손 씻기마스크 착용 등의 행동지침을 알렸다.또한, 신분당선서울교통공사 직원들은 1회용 손소독제와 비누 장미꽃을 전달했다.오병삼 네오트랜스 대표는 코로나19가 종식될 때까지 신분당선을 이용하는 고객과 근무자들이 안전하게 이용할 수 있도록 방역 활동에 최선을 다하겠다고 말했다.",2020.4.13,네오트랜스
